sim_id,err,design,theta_hat,Eb2,se_hat_add,se_hat_unadj,se_hat_cgm,se_hat_iid,denom,EnV2,Ea2,B_ab,B_bb,B_bV,B_aV,B_eps,leak,leak_row,leak_col,leak_own,coupling
4,0.007958586963022762,rep_prediction_S1,1.0079585869630228,0.34026393795059323,0.03762082572301446,,0.034038964471674704,0.016023049209783657,1.0913414435050692,0.8808877593526067,0.3555916230097461,0.28224752816381093,-0.34026393795059323,0.06490512689906533,-0.038124997993497826,0.03992181666570071,0.06209125126491681,0.10012791029717356,-0.03803665903225677,0.0028138756341485427,0.3860547356969438
4,0.01753647457495222,rep_prediction_S2,1.0175364745749522,0.26091192344068076,0.03538540231692209,,0.0317418784582816,0.015640958267605698,1.100561958856547,0.8808877593526067,0.24351033097660282,0.21032821682461486,-0.26091192344068076,0.02061886196837024,0.014421520057592466,0.03484330139975065,0.01667379192410824,0.05612198563495018,-0.03944819371084195,0.003945070044261999,0.32105018300207483
4,-0.002678192410198288,rep_prediction_S5,0.9973218075898017,0.21301226674001708,0.03539741050773973,,0.03166352478283358,0.015825897010946294,1.0393820740746644,0.8808877593526067,0.20099842668481852,0.18075175180631287,-0.21301226674001708,0.02725897600897965,-0.006605740992861925,0.00882361473550358,0.024691855552863445,0.056577312591604784,-0.031885457038741336,0.0025671204561162004,0.24649843230059243
4,0.006571930167658335,rep_prediction_S10,1.0065719301676583,0.17109813989081676,0.035191196410876285,,0.03147375179046002,0.01574432505889988,1.0320195699054535,0.8808877593526067,0.168401927961095,0.14913176574478199,-0.17109813989081676,0.009983164668984867,0.009443325337852868,0.009322244684272327,0.007630992196524983,0.04103738422923367,-0.03340639203270868,0.00235217247245988,0.24101101501548852
5,-0.031370085373208845,rep_mean_S10,0.9686299146267912,0.4702924976198437,0.04103079966558188,0.03189253103393772,,,,,,,,,,,,,,,
5,-0.03364360072707395,rep_median_S10,0.966356399272926,0.4702924976198437,0.03729648778575654,0.03138570825233435,,,,,,,,,,,,,,,
5,-0.05737161618121789,rep_prediction_S1,0.9426283838187821,0.4453638744113124,0.030696347386144057,,0.027435510984810337,0.01376970479277805,1.5447491809314284,1.118733078549308,0.448954785484787,0.3734954105980143,-0.4453638744113124,0.009673886014596005,-0.0567424294628075,0.030312250156861377,0.00908019371571243,0.0165534195641388,-0.007473225848426371,0.0005936922988835718,0.33080329852709905
5,-0.03701123329461531,rep_prediction_S2,0.9629887667053847,0.32010720388092895,0.031804345370901065,,0.028494650451875516,0.014128694754021736,1.4076654912470326,1.118733078549308,0.31092356204892635,0.27016645411589457,-0.32010720388092895,0.015587395591602105,-0.06109757947241935,0.04335149774852819,0.016239516501582785,0.014619301746335113,0.0016202147552476683,-0.0006521209099806763,0.28333588434892976
5,-0.006860900925720337,rep_prediction_S5,0.9931390990742797,0.27749855626002573,0.032150306325485635,,0.02872044628862065,0.014450921959623003,1.3062964975879026,1.118733078549308,0.28286433605304656,0.2514109781550946,-0.27749855626002573,0.044967568610715464,-0.06724710988587633,0.039404748530525786,0.046765696697913084,0.03387623306492342,0.012889463632989668,-0.0017981280871976091,0.20735580313781996
5,0.0042654134162196655,rep_prediction_S10,1.0042654134162197,0.22443668751991114,0.030908247961447744,,0.027203012705093222,0.014675437710890813,1.2460279610586211,1.118733078549308,0.2383036545466391,0.20842135778037899,-0.22443668751991114,0.04857090250529901,-0.06767982230999103,0.04043907392630846,0.04983664857456063,0.026422636537476077,0.023414012037084556,-0.0012657460692616237,0.20450144320420174
